date_id,full_date,year,quarter,month,month_name,day,weekday
20250402,2025-04-02 23:12:00,2025,2,4,April,2,2
20250126,2025-01-26 14:26:04,2025,1,1,January,26,6
20250712,2025-07-12 02:24:01,2025,3,7,July,12,5
20250114,2025-01-14 15:54:27,2025,1,1,January,14,1
20250101,2025-01-01 18:16:36,2025,1,1,January,1,2
20250103,2025-01-03 13:56:00,2025,1,1,January,3,4
20240904,2024-09-04 03:10:30,2024,3,9,September,4,2
20250408,2025-04-08 22:59:48,2025,2,4,April,8,1
20241013,2024-10-13 10:27:27,2024,4,10,October,13,6
20250227,2025-02-27 01:04:05,2025,1,2,February,27,3
20250202,2025-02-02 17:49:48,2025,1,2,February,2,6
20240229,2024-02-29 07:03:19,2024,1,2,February,29,3
20250516,2025-05-16 10:49:55,2025,2,5,May,16,4
20240718,2024-07-18 13:07:04,2024,3,7,July,18,3
20240222,2024-02-22 20:24:07,2024,1,2,February,22,3
20250122,2025-01-22 15:34:37,2025,1,1,January,22,2
20240403,2024-04-03 07:57:13,2024,2,4,April,3,2
20240101,2024-01-01 17:01:27,2024,1,1,January,1,0
20241224,2024-12-24 15:37:17,2024,4,12,December,24,1
20240705,2024-07-05 12:03:29,2024,3,7,July,5,4
20240523,2024-05-23 19:25:29,2024,2,5,May,23,3
20241122,2024-11-22 22:50:29,2024,4,11,November,22,4
20250423,2025-04-23 21:33:43,2025,2,4,April,23,2
20241119,2024-11-19 09:38:36,2024,4,11,November,19,1
20240203,2024-02-03 09:51:16,2024,1,2,February,3,5
20240627,2024-06-27 06:34:29,2024,2,6,June,27,3
20240903,2024-09-03 21:02:38,2024,3,9,September,3,1
20250612,2025-06-12 14:37:52,2025,2,6,June,12,3
20241012,2024-10-12 05:57:57,2024,4,10,October,12,5
20250111,2025-01-11 00:38:44,2025,1,1,January,11,5
20240417,2024-04-17 15:20:07,2024,2,4,April,17,2
20250123,2025-01-23 04:36:08,2025,1,1,January,23,3
20250125,2025-01-25 21:15:29,2025,1,1,January,25,5
20241029,2024-10-29 08:02:03,2024,4,10,October,29,1
20241115,2024-11-15 00:40:32,2024,4,11,November,15,4
20250311,2025-03-11 11:00:31,2025,1,3,March,11,1
20250313,2025-03-13 15:08:22,2025,1,3,March,13,3
20250819,2025-08-19 01:30:25,2025,3,8,August,19,1
20250606,2025-06-06 15:33:24,2025,2,6,June,6,4
20250123,2025-01-23 07:28:11,2025,1,1,January,23,3
20250428,2025-04-28 19:15:51,2025,2,4,April,28,0
20250604,2025-06-04 13:18:29,2025,2,6,June,4,2
20250819,2025-08-19 19:52:48,2025,3,8,August,19,1
20250605,2025-06-05 19:37:37,2025,2,6,June,5,3
20250528,2025-05-28 21:19:01,2025,2,5,May,28,2
20241213,2024-12-13 21:22:03,2024,4,12,December,13,4
20241223,2024-12-23 14:08:23,2024,4,12,December,23,0
20241122,2024-11-22 02:48:14,2024,4,11,November,22,4
20240806,2024-08-06 18:53:07,2024,3,8,August,6,1
20250713,2025-07-13 09:01:30,2025,3,7,July,13,6
20240705,2024-07-05 01:57:15,2024,3,7,July,5,4
20250730,2025-07-30 05:50:02,2025,3,7,July,30,2
20250113,2025-01-13 00:40:31,2025,1,1,January,13,0
20250615,2025-06-15 17:45:45,2025,2,6,June,15,6
20250519,2025-05-19 16:33:04,2025,2,5,May,19,0
20250303,2025-03-03 01:26:13,2025,1,3,March,3,0
20240708,2024-07-08 14:47:04,2024,3,7,July,8,0
20250820,2025-08-20 20:34:35,2025,3,8,August,20,2
20240127,2024-01-27 22:49:24,2024,1,1,January,27,5
20250601,2025-06-01 20:17:49,2025,2,6,June,1,6
20250920,2025-09-20 00:22:29,2025,3,9,September,20,5
20250302,2025-03-02 04:35:33,2025,1,3,March,2,6
20241208,2024-12-08 08:44:25,2024,4,12,December,8,6
20240526,2024-05-26 18:35:07,2024,2,5,May,26,6
20240825,2024-08-25 11:19:35,2024,3,8,August,25,6
20250730,2025-07-30 08:19:51,2025,3,7,July,30,2
20240719,2024-07-19 09:51:27,2024,3,7,July,19,4
20240824,2024-08-24 02:33:30,2024,3,8,August,24,5
20250911,2025-09-11 12:24:37,2025,3,9,September,11,3
20240217,2024-02-17 17:46:13,2024,1,2,February,17,5
20240322,2024-03-22 12:48:34,2024,1,3,March,22,4
20240425,2024-04-25 11:48:54,2024,2,4,April,25,3
20250528,2025-05-28 02:05:24,2025,2,5,May,28,2
20250830,2025-08-30 19:39:35,2025,3,8,August,30,5
20250326,2025-03-26 12:39:37,2025,1,3,March,26,2
20240211,2024-02-11 06:35:27,2024,1,2,February,11,6
20241111,2024-11-11 10:13:12,2024,4,11,November,11,0
20250515,2025-05-15 18:31:51,2025,2,5,May,15,3
20240703,2024-07-03 20:54:52,2024,3,7,July,3,2
20250215,2025-02-15 12:38:47,2025,1,2,February,15,5
20241202,2024-12-02 18:28:15,2024,4,12,December,2,0
20250119,2025-01-19 07:56:21,2025,1,1,January,19,6
20241113,2024-11-13 22:04:30,2024,4,11,November,13,2
20250923,2025-09-23 23:43:28,2025,3,9,September,23,1
20240608,2024-06-08 18:03:02,2024,2,6,June,8,5
20241029,2024-10-29 18:24:25,2024,4,10,October,29,1
20241216,2024-12-16 21:33:58,2024,4,12,December,16,0
20250628,2025-06-28 21:42:23,2025,2,6,June,28,5
20250224,2025-02-24 10:18:42,2025,1,2,February,24,0
20241016,2024-10-16 23:52:21,2024,4,10,October,16,2
20250523,2025-05-23 07:09:59,2025,2,5,May,23,4
20240729,2024-07-29 10:47:04,2024,3,7,July,29,0
20241013,2024-10-13 11:11:11,2024,4,10,October,13,6
20240521,2024-05-21 05:04:04,2024,2,5,May,21,1
20240325,2024-03-25 19:47:55,2024,1,3,March,25,0
20250101,2025-01-01 14:54:03,2025,1,1,January,1,2
20250208,2025-02-08 13:02:14,2025,1,2,February,8,5
20250616,2025-06-16 20:02:26,2025,2,6,June,16,0
20241206,2024-12-06 16:37:44,2024,4,12,December,6,4
20250902,2025-09-02 04:32:02,2025,3,9,September,2,1
20241105,2024-11-05 07:31:42,2024,4,11,November,5,1
20250424,2025-04-24 07:34:03,2025,2,4,April,24,3
20250514,2025-05-14 17:50:13,2025,2,5,May,14,2
20240321,2024-03-21 17:52:15,2024,1,3,March,21,3
20250907,2025-09-07 06:10:52,2025,3,9,September,7,6
20240124,2024-01-24 13:20:28,2024,1,1,January,24,2
20250723,2025-07-23 00:14:23,2025,3,7,July,23,2
20240414,2024-04-14 08:42:57,2024,2,4,April,14,6
20250604,2025-06-04 18:05:30,2025,2,6,June,4,2
20250406,2025-04-06 08:12:37,2025,2,4,April,6,6
20250328,2025-03-28 08:15:53,2025,1,3,March,28,4
20250126,2025-01-26 16:40:12,2025,1,1,January,26,6
20240706,2024-07-06 19:15:48,2024,3,7,July,6,5
20240125,2024-01-25 07:05:02,2024,1,1,January,25,3
20240705,2024-07-05 22:29:47,2024,3,7,July,5,4
20240922,2024-09-22 09:17:43,2024,3,9,September,22,6
20250216,2025-02-16 21:06:45,2025,1,2,February,16,6
20250716,2025-07-16 02:23:51,2025,3,7,July,16,2
20250124,2025-01-24 13:20:34,2025,1,1,January,24,4
20240729,2024-07-29 02:30:56,2024,3,7,July,29,0
20250527,2025-05-27 02:31:40,2025,2,5,May,27,1
20241110,2024-11-10 12:09:45,2024,4,11,November,10,6
20241103,2024-11-03 04:01:44,2024,4,11,November,3,6
20250206,2025-02-06 05:26:16,2025,1,2,February,6,3
20250711,2025-07-11 06:57:45,2025,3,7,July,11,4
20250520,2025-05-20 20:49:46,2025,2,5,May,20,1
20241101,2024-11-01 10:49:23,2024,4,11,November,1,4
20240528,2024-05-28 20:44:39,2024,2,5,May,28,1
20240927,2024-09-27 09:35:46,2024,3,9,September,27,4
20250316,2025-03-16 17:01:38,2025,1,3,March,16,6
20240510,2024-05-10 19:15:12,2024,2,5,May,10,4
20250424,2025-04-24 18:50:07,2025,2,4,April,24,3
20250411,2025-04-11 22:10:36,2025,2,4,April,11,4
20250619,2025-06-19 08:38:09,2025,2,6,June,19,3
20240620,2024-06-20 20:49:04,2024,2,6,June,20,3
20250308,2025-03-08 18:20:05,2025,1,3,March,8,5
20241216,2024-12-16 08:23:04,2024,4,12,December,16,0
20241112,2024-11-12 02:26:59,2024,4,11,November,12,1
20240412,2024-04-12 22:04:36,2024,2,4,April,12,4
20241222,2024-12-22 09:52:44,2024,4,12,December,22,6
20241004,2024-10-04 06:51:54,2024,4,10,October,4,4
20250407,2025-04-07 08:59:05,2025,2,4,April,7,0
20240514,2024-05-14 12:36:29,2024,2,5,May,14,1
20241106,2024-11-06 18:48:02,2024,4,11,November,6,2
20250227,2025-02-27 14:48:52,2025,1,2,February,27,3
20240610,2024-06-10 15:12:32,2024,2,6,June,10,0
20250905,2025-09-05 19:16:32,2025,3,9,September,5,4
20240220,2024-02-20 17:49:39,2024,1,2,February,20,1
20240714,2024-07-14 22:48:32,2024,3,7,July,14,6
20240501,2024-05-01 04:44:51,2024,2,5,May,1,2
20250622,2025-06-22 21:23:44,2025,2,6,June,22,6
20250618,2025-06-18 19:14:31,2025,2,6,June,18,2
20250602,2025-06-02 04:26:39,2025,2,6,June,2,0
20250213,2025-02-13 14:11:20,2025,1,2,February,13,3
20241112,2024-11-12 20:52:07,2024,4,11,November,12,1
20240927,2024-09-27 22:11:11,2024,3,9,September,27,4
20240413,2024-04-13 22:27:08,2024,2,4,April,13,5
20241115,2024-11-15 19:43:27,2024,4,11,November,15,4
20241210,2024-12-10 18:51:25,2024,4,12,December,10,1
20250523,2025-05-23 23:18:17,2025,2,5,May,23,4
20250417,2025-04-17 20:01:41,2025,2,4,April,17,3
20240715,2024-07-15 22:06:27,2024,3,7,July,15,0
20250917,2025-09-17 16:10:54,2025,3,9,September,17,2
20241022,2024-10-22 05:39:19,2024,4,10,October,22,1
20240815,2024-08-15 01:19:08,2024,3,8,August,15,3
20250707,2025-07-07 05:11:02,2025,3,7,July,7,0
20250205,2025-02-05 23:33:24,2025,1,2,February,5,2
20240223,2024-02-23 07:52:04,2024,1,2,February,23,4
20250907,2025-09-07 03:03:56,2025,3,9,September,7,6
20250302,2025-03-02 17:18:18,2025,1,3,March,2,6
20241001,2024-10-01 22:06:00,2024,4,10,October,1,1
20250212,2025-02-12 01:15:11,2025,1,2,February,12,2
20240801,2024-08-01 11:17:08,2024,3,8,August,1,3
20240708,2024-07-08 21:57:58,2024,3,7,July,8,0
20250325,2025-03-25 00:37:19,2025,1,3,March,25,1
20250730,2025-07-30 08:01:58,2025,3,7,July,30,2
20240623,2024-06-23 13:39:25,2024,2,6,June,23,6
20250224,2025-02-24 06:11:26,2025,1,2,February,24,0
20241010,2024-10-10 01:39:35,2024,4,10,October,10,3
20250627,2025-06-27 00:07:27,2025,2,6,June,27,4
20240315,2024-03-15 16:24:00,2024,1,3,March,15,4
20240604,2024-06-04 14:45:19,2024,2,6,June,4,1
20240519,2024-05-19 08:22:05,2024,2,5,May,19,6
20240730,2024-07-30 14:36:21,2024,3,7,July,30,1
20240427,2024-04-27 13:46:33,2024,2,4,April,27,5
20240713,2024-07-13 12:03:00,2024,3,7,July,13,5
20250605,2025-06-05 08:41:47,2025,2,6,June,5,3
20240523,2024-05-23 19:23:07,2024,2,5,May,23,3
20250705,2025-07-05 14:24:07,2025,3,7,July,5,5
20250614,2025-06-14 04:28:24,2025,2,6,June,14,5
20240606,2024-06-06 10:58:08,2024,2,6,June,6,3
20241002,2024-10-02 17:18:02,2024,4,10,October,2,2
20250628,2025-06-28 04:32:05,2025,2,6,June,28,5
20250112,2025-01-12 05:42:34,2025,1,1,January,12,6
20240314,2024-03-14 03:16:46,2024,1,3,March,14,3
20250827,2025-08-27 00:18:19,2025,3,8,August,27,2
20250406,2025-04-06 09:05:59,2025,2,4,April,6,6
20250510,2025-05-10 14:16:46,2025,2,5,May,10,5
20250402,2025-04-02 17:01:47,2025,2,4,April,2,2
20240109,2024-01-09 03:36:21,2024,1,1,January,9,1
20240518,2024-05-18 00:42:32,2024,2,5,May,18,5
20250928,2025-09-28 08:10:30,2025,3,9,September,28,6
20240923,2024-09-23 17:08:01,2024,3,9,September,23,0
20250105,2025-01-05 01:23:03,2025,1,1,January,5,6
20241007,2024-10-07 02:07:22,2024,4,10,October,7,0
20241008,2024-10-08 11:24:41,2024,4,10,October,8,1
20250902,2025-09-02 15:14:37,2025,3,9,September,2,1
20240930,2024-09-30 15:26:16,2024,3,9,September,30,0
20241001,2024-10-01 11:34:33,2024,4,10,October,1,1
20240726,2024-07-26 16:19:48,2024,3,7,July,26,4
20250213,2025-02-13 13:40:40,2025,1,2,February,13,3
20250718,2025-07-18 07:44:43,2025,3,7,July,18,4
20240908,2024-09-08 13:27:28,2024,3,9,September,8,6
20240222,2024-02-22 12:28:32,2024,1,2,February,22,3
20250107,2025-01-07 17:53:26,2025,1,1,January,7,1
20241214,2024-12-14 18:23:10,2024,4,12,December,14,5
20240726,2024-07-26 23:34:18,2024,3,7,July,26,4
20240821,2024-08-21 04:01:59,2024,3,8,August,21,2
20240229,2024-02-29 09:04:14,2024,1,2,February,29,3
20240902,2024-09-02 06:53:28,2024,3,9,September,2,0
20240726,2024-07-26 13:30:42,2024,3,7,July,26,4
20250426,2025-04-26 18:35:05,2025,2,4,April,26,5
20241007,2024-10-07 14:19:59,2024,4,10,October,7,0
20240111,2024-01-11 06:43:36,2024,1,1,January,11,3
20250716,2025-07-16 14:53:04,2025,3,7,July,16,2
20240615,2024-06-15 17:00:43,2024,2,6,June,15,5
20250903,2025-09-03 13:47:59,2025,3,9,September,3,2
20241217,2024-12-17 21:31:49,2024,4,12,December,17,1
20250704,2025-07-04 13:08:14,2025,3,7,July,4,4
20250517,2025-05-17 04:24:12,2025,2,5,May,17,5
20240109,2024-01-09 06:33:48,2024,1,1,January,9,1
20240514,2024-05-14 03:54:07,2024,2,5,May,14,1
20241229,2024-12-29 13:00:08,2024,4,12,December,29,6
20241225,2024-12-25 20:00:16,2024,4,12,December,25,2
20241126,2024-11-26 19:47:41,2024,4,11,November,26,1
20250311,2025-03-11 20:49:28,2025,1,3,March,11,1
20241012,2024-10-12 11:41:43,2024,4,10,October,12,5
20240325,2024-03-25 06:22:13,2024,1,3,March,25,0
20240407,2024-04-07 16:31:16,2024,2,4,April,7,6
20250917,2025-09-17 04:33:01,2025,3,9,September,17,2
20240707,2024-07-07 11:07:06,2024,3,7,July,7,6
20241115,2024-11-15 11:14:03,2024,4,11,November,15,4
20250620,2025-06-20 23:08:53,2025,2,6,June,20,4
20240424,2024-04-24 04:53:05,2024,2,4,April,24,2
20250805,2025-08-05 03:04:27,2025,3,8,August,5,1
20250129,2025-01-29 11:59:50,2025,1,1,January,29,2
20240331,2024-03-31 21:34:26,2024,1,3,March,31,6
20240518,2024-05-18 02:44:24,2024,2,5,May,18,5
20250810,2025-08-10 06:11:53,2025,3,8,August,10,6
20240506,2024-05-06 12:55:48,2024,2,5,May,6,0
20250331,2025-03-31 04:25:30,2025,1,3,March,31,0
20250805,2025-08-05 13:18:52,2025,3,8,August,5,1
20250823,2025-08-23 20:45:37,2025,3,8,August,23,5
20250221,2025-02-21 10:39:47,2025,1,2,February,21,4
20241104,2024-11-04 01:38:27,2024,4,11,November,4,0
20250609,2025-06-09 04:22:20,2025,2,6,June,9,0
20240505,2024-05-05 11:32:34,2024,2,5,May,5,6
20241220,2024-12-20 20:11:06,2024,4,12,December,20,4
20250618,2025-06-18 16:45:33,2025,2,6,June,18,2
20240901,2024-09-01 19:55:00,2024,3,9,September,1,6
20241126,2024-11-26 02:34:53,2024,4,11,November,26,1
20240219,2024-02-19 05:54:35,2024,1,2,February,19,0
20240302,2024-03-02 21:30:03,2024,1,3,March,2,5
20250227,2025-02-27 13:54:08,2025,1,2,February,27,3
20250922,2025-09-22 21:50:19,2025,3,9,September,22,0
20240425,2024-04-25 21:02:03,2024,2,4,April,25,3
20240303,2024-03-03 06:35:08,2024,1,3,March,3,6
20240130,2024-01-30 10:50:40,2024,1,1,January,30,1
20250516,2025-05-16 03:35:24,2025,2,5,May,16,4
20250604,2025-06-04 13:55:16,2025,2,6,June,4,2
20250912,2025-09-12 18:58:56,2025,3,9,September,12,4
20240921,2024-09-21 14:46:02,2024,3,9,September,21,5
20250202,2025-02-02 03:17:01,2025,1,2,February,2,6
20241208,2024-12-08 02:55:03,2024,4,12,December,8,6
20250527,2025-05-27 12:46:50,2025,2,5,May,27,1
20250617,2025-06-17 23:34:08,2025,2,6,June,17,1
20250407,2025-04-07 10:53:49,2025,2,4,April,7,0
20240918,2024-09-18 02:55:24,2024,3,9,September,18,2
20241120,2024-11-20 23:30:28,2024,4,11,November,20,2
20240224,2024-02-24 15:37:47,2024,1,2,February,24,5
20250918,2025-09-18 11:57:13,2025,3,9,September,18,3
20250502,2025-05-02 09:00:11,2025,2,5,May,2,4
20250717,2025-07-17 02:01:01,2025,3,7,July,17,3
20250927,2025-09-27 01:05:31,2025,3,9,September,27,5
20240626,2024-06-26 02:55:50,2024,2,6,June,26,2
20240505,2024-05-05 19:10:08,2024,2,5,May,5,6
20240409,2024-04-09 06:50:21,2024,2,4,April,9,1
20241110,2024-11-10 14:15:16,2024,4,11,November,10,6
20250323,2025-03-23 05:07:14,2025,1,3,March,23,6
20240324,2024-03-24 04:19:09,2024,1,3,March,24,6
20250219,2025-02-19 17:56:59,2025,1,2,February,19,2
20241130,2024-11-30 20:29:38,2024,4,11,November,30,5
20240426,2024-04-26 04:22:45,2024,2,4,April,26,4
20250919,2025-09-19 13:38:14,2025,3,9,September,19,4
20241206,2024-12-06 17:17:04,2024,4,12,December,6,4
20240828,2024-08-28 11:06:25,2024,3,8,August,28,2
20240406,2024-04-06 17:26:53,2024,2,4,April,6,5
20250122,2025-01-22 13:13:32,2025,1,1,January,22,2
20240228,2024-02-28 15:46:29,2024,1,2,February,28,2
20250602,2025-06-02 16:56:05,2025,2,6,June,2,0
20241119,2024-11-19 13:51:42,2024,4,11,November,19,1
20250328,2025-03-28 15:34:31,2025,1,3,March,28,4
20240721,2024-07-21 14:34:31,2024,3,7,July,21,6
20240626,2024-06-26 09:36:00,2024,2,6,June,26,2
20250423,2025-04-23 08:42:23,2025,2,4,April,23,2
20250825,2025-08-25 05:18:17,2025,3,8,August,25,0
20240625,2024-06-25 04:17:38,2024,2,6,June,25,1
20241212,2024-12-12 20:20:00,2024,4,12,December,12,3
20241215,2024-12-15 01:38:22,2024,4,12,December,15,6
20250620,2025-06-20 00:11:04,2025,2,6,June,20,4
20240302,2024-03-02 05:20:31,2024,1,3,March,2,5
20250107,2025-01-07 18:20:22,2025,1,1,January,7,1
20250330,2025-03-30 08:09:04,2025,1,3,March,30,6
20250412,2025-04-12 02:02:00,2025,2,4,April,12,5
20250916,2025-09-16 00:31:26,2025,3,9,September,16,1
20240317,2024-03-17 16:36:06,2024,1,3,March,17,6
20250912,2025-09-12 22:01:11,2025,3,9,September,12,4
20240818,2024-08-18 15:33:08,2024,3,8,August,18,6
20240303,2024-03-03 23:22:48,2024,1,3,March,3,6
20240525,2024-05-25 11:20:24,2024,2,5,May,25,5
20250314,2025-03-14 08:00:40,2025,1,3,March,14,4
20240814,2024-08-14 23:05:26,2024,3,8,August,14,2
20240320,2024-03-20 13:45:41,2024,1,3,March,20,2
20240403,2024-04-03 13:57:52,2024,2,4,April,3,2
20250519,2025-05-19 15:28:50,2025,2,5,May,19,0
20240514,2024-05-14 08:19:59,2024,2,5,May,14,1
20241108,2024-11-08 20:40:13,2024,4,11,November,8,4
20250101,2025-01-01 16:22:29,2025,1,1,January,1,2
20240716,2024-07-16 13:01:14,2024,3,7,July,16,1
20240313,2024-03-13 14:46:30,2024,1,3,March,13,2
20250204,2025-02-04 07:15:19,2025,1,2,February,4,1
20241007,2024-10-07 17:55:56,2024,4,10,October,7,0
20240604,2024-06-04 07:39:25,2024,2,6,June,4,1
20240523,2024-05-23 05:57:46,2024,2,5,May,23,3
20250523,2025-05-23 03:10:46,2025,2,5,May,23,4
20240305,2024-03-05 10:02:26,2024,1,3,March,5,1
20240505,2024-05-05 02:42:03,2024,2,5,May,5,6
20240101,2024-01-01 04:01:10,2024,1,1,January,1,0
20240901,2024-09-01 03:02:21,2024,3,9,September,1,6
20250412,2025-04-12 13:09:46,2025,2,4,April,12,5
20250728,2025-07-28 16:48:16,2025,3,7,July,28,0
20250628,2025-06-28 21:34:27,2025,2,6,June,28,5
20241124,2024-11-24 09:36:37,2024,4,11,November,24,6
20240915,2024-09-15 06:20:13,2024,3,9,September,15,6
20241109,2024-11-09 18:38:21,2024,4,11,November,9,5
20241230,2024-12-30 21:43:20,2024,4,12,December,30,0
20250111,2025-01-11 17:10:19,2025,1,1,January,11,5
20240829,2024-08-29 22:35:05,2024,3,8,August,29,3
20240124,2024-01-24 23:39:30,2024,1,1,January,24,2
20241207,2024-12-07 23:23:24,2024,4,12,December,7,5
20240318,2024-03-18 13:43:00,2024,1,3,March,18,0
20241004,2024-10-04 22:33:42,2024,4,10,October,4,4
20240812,2024-08-12 00:46:18,2024,3,8,August,12,0
20240907,2024-09-07 10:00:23,2024,3,9,September,7,5
20240926,2024-09-26 11:05:10,2024,3,9,September,26,3
20240831,2024-08-31 04:09:48,2024,3,8,August,31,5
20240528,2024-05-28 21:13:04,2024,2,5,May,28,1
20250908,2025-09-08 11:06:52,2025,3,9,September,8,0
20250507,2025-05-07 23:45:06,2025,2,5,May,7,2
20250724,2025-07-24 07:13:19,2025,3,7,July,24,3
20240322,2024-03-22 18:10:33,2024,1,3,March,22,4
20250222,2025-02-22 11:29:48,2025,1,2,February,22,5
20240119,2024-01-19 03:38:59,2024,1,1,January,19,4
20250613,2025-06-13 16:40:13,2025,2,6,June,13,4
20240622,2024-06-22 06:11:46,2024,2,6,June,22,5
20250520,2025-05-20 04:57:38,2025,2,5,May,20,1
20240822,2024-08-22 23:27:30,2024,3,8,August,22,3
20240918,2024-09-18 18:44:57,2024,3,9,September,18,2
20250531,2025-05-31 18:21:25,2025,2,5,May,31,5
20240519,2024-05-19 19:34:04,2024,2,5,May,19,6
20240323,2024-03-23 10:13:28,2024,1,3,March,23,5
20241209,2024-12-09 22:20:06,2024,4,12,December,9,0
20250206,2025-02-06 16:23:29,2025,1,2,February,6,3
20240830,2024-08-30 08:43:34,2024,3,8,August,30,4
20240208,2024-02-08 08:03:36,2024,1,2,February,8,3
20250416,2025-04-16 03:45:23,2025,2,4,April,16,2
20250809,2025-08-09 11:51:43,2025,3,8,August,9,5
20250523,2025-05-23 09:37:00,2025,2,5,May,23,4
20240613,2024-06-13 17:10:26,2024,2,6,June,13,3
20240920,2024-09-20 00:40:44,2024,3,9,September,20,4
20240102,2024-01-02 03:01:09,2024,1,1,January,2,1
20240803,2024-08-03 01:12:37,2024,3,8,August,3,5
20240512,2024-05-12 01:17:13,2024,2,5,May,12,6
20240310,2024-03-10 18:07:59,2024,1,3,March,10,6
20250602,2025-06-02 20:20:44,2025,2,6,June,2,0
20250703,2025-07-03 10:46:38,2025,3,7,July,3,3
20250314,2025-03-14 12:43:16,2025,1,3,March,14,4
20240525,2024-05-25 20:21:12,2024,2,5,May,25,5
20240124,2024-01-24 13:27:17,2024,1,1,January,24,2
20241001,2024-10-01 14:09:18,2024,4,10,October,1,1
20240726,2024-07-26 10:51:20,2024,3,7,July,26,4
20241107,2024-11-07 20:17:15,2024,4,11,November,7,3
20240129,2024-01-29 12:46:40,2024,1,1,January,29,0
20250113,2025-01-13 17:20:13,2025,1,1,January,13,0
20240411,2024-04-11 17:56:45,2024,2,4,April,11,3
20250614,2025-06-14 14:08:51,2025,2,6,June,14,5
20241024,2024-10-24 13:57:32,2024,4,10,October,24,3
20240707,2024-07-07 16:33:52,2024,3,7,July,7,6
20240226,2024-02-26 15:27:59,2024,1,2,February,26,0
20240110,2024-01-10 11:57:25,2024,1,1,January,10,2
20250919,2025-09-19 09:38:31,2025,3,9,September,19,4
20240721,2024-07-21 17:36:32,2024,3,7,July,21,6
20240629,2024-06-29 07:38:51,2024,2,6,June,29,5
20250705,2025-07-05 00:35:29,2025,3,7,July,5,5
20240914,2024-09-14 11:38:46,2024,3,9,September,14,5
20240201,2024-02-01 09:01:49,2024,1,2,February,1,3
20240716,2024-07-16 12:30:10,2024,3,7,July,16,1
20240727,2024-07-27 09:27:43,2024,3,7,July,27,5
20250418,2025-04-18 08:56:16,2025,2,4,April,18,4
20250412,2025-04-12 04:06:40,2025,2,4,April,12,5
20241008,2024-10-08 20:03:23,2024,4,10,October,8,1
20240616,2024-06-16 09:54:32,2024,2,6,June,16,6
20250411,2025-04-11 10:10:06,2025,2,4,April,11,4
20240910,2024-09-10 17:11:17,2024,3,9,September,10,1
20250218,2025-02-18 00:23:33,2025,1,2,February,18,1
20250610,2025-06-10 02:22:37,2025,2,6,June,10,1
20250622,2025-06-22 10:36:25,2025,2,6,June,22,6
20250129,2025-01-29 11:39:07,2025,1,1,January,29,2
20240409,2024-04-09 04:15:01,2024,2,4,April,9,1
20240803,2024-08-03 11:57:56,2024,3,8,August,3,5
20250824,2025-08-24 15:48:34,2025,3,8,August,24,6
20250621,2025-06-21 18:25:41,2025,2,6,June,21,5
20241002,2024-10-02 13:41:17,2024,4,10,October,2,2
20240928,2024-09-28 11:56:46,2024,3,9,September,28,5
20240219,2024-02-19 19:41:38,2024,1,2,February,19,0
20250728,2025-07-28 18:24:20,2025,3,7,July,28,0
20240524,2024-05-24 12:22:08,2024,2,5,May,24,4
20240806,2024-08-06 08:57:52,2024,3,8,August,6,1
20250317,2025-03-17 01:40:32,2025,1,3,March,17,0
20250909,2025-09-09 04:17:33,2025,3,9,September,9,1
20250303,2025-03-03 05:25:38,2025,1,3,March,3,0
20250222,2025-02-22 09:16:23,2025,1,2,February,22,5
20240331,2024-03-31 00:42:43,2024,1,3,March,31,6
20240218,2024-02-18 16:52:37,2024,1,2,February,18,6
20250912,2025-09-12 04:44:13,2025,3,9,September,12,4
20250118,2025-01-18 16:46:44,2025,1,1,January,18,5
20241109,2024-11-09 04:05:47,2024,4,11,November,9,5
20241224,2024-12-24 05:00:09,2024,4,12,December,24,1
20250205,2025-02-05 09:30:24,2025,1,2,February,5,2
20240619,2024-06-19 23:01:30,2024,2,6,June,19,2
20250117,2025-01-17 18:14:04,2025,1,1,January,17,4
20240323,2024-03-23 23:39:38,2024,1,3,March,23,5
20250420,2025-04-20 22:53:51,2025,2,4,April,20,6
20250806,2025-08-06 05:12:36,2025,3,8,August,6,2
20241205,2024-12-05 09:11:08,2024,4,12,December,5,3
20250624,2025-06-24 06:58:45,2025,2,6,June,24,1
20250107,2025-01-07 10:07:41,2025,1,1,January,7,1
20240831,2024-08-31 01:37:04,2024,3,8,August,31,5
20250317,2025-03-17 04:20:12,2025,1,3,March,17,0
20240816,2024-08-16 23:53:31,2024,3,8,August,16,4
20240908,2024-09-08 23:56:47,2024,3,9,September,8,6
20240724,2024-07-24 23:48:57,2024,3,7,July,24,2
20241006,2024-10-06 10:31:01,2024,4,10,October,6,6
20241015,2024-10-15 06:10:45,2024,4,10,October,15,1
20250419,2025-04-19 03:26:14,2025,2,4,April,19,5
20250512,2025-05-12 13:03:38,2025,2,5,May,12,0
20240122,2024-01-22 14:18:32,2024,1,1,January,22,0
20240608,2024-06-08 22:23:08,2024,2,6,June,8,5
20250214,2025-02-14 21:16:30,2025,1,2,February,14,4
20250421,2025-04-21 11:33:26,2025,2,4,April,21,0
20250222,2025-02-22 02:29:29,2025,1,2,February,22,5
20240727,2024-07-27 11:26:29,2024,3,7,July,27,5
20240222,2024-02-22 02:54:17,2024,1,2,February,22,3
20250513,2025-05-13 03:27:19,2025,2,5,May,13,1
20240814,2024-08-14 12:36:01,2024,3,8,August,14,2
